2017-07-17-10-23-38-705  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\netservice.cpp 135) 操作系统为_WIN32 

2017-07-17-10-23-38-708  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 58)  完成端口开始接收数据 

2017-07-17-10-23-38-709  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 58)  完成端口开始接收数据 

2017-07-17-10-23-38-717  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadpoolmodule.cpp 397)  增加线程条数 2
 
2017-07-17-10-23-38-717  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\communicationmanager.cpp 774) 通知上层新连接到达线程开始运行

2017-07-17-10-23-38-748  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\netservice.cpp 611) 通道09271968创建成功, new socket 3404, szRemoteIP:192.168.1.47, 		uiRemotePort:10002, szLocalIP:192.168.1.47, uiLocalPort:35469
 
2017-07-17-10-23-38-749  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=356 

2017-07-17-10-23-38-749  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=356 

2017-07-17-10-23-38-825  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-825  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-825  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-825  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-845  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-845  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-882  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-882  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-882  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-882  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-939  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-939  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-939  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-939  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-996  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-996  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-38-996  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-38-996  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-39-053  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-053  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-053  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-39-053  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-39-110  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-110  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-110  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-39-110  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=52 

2017-07-17-10-23-39-168  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-168  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-168  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=116 

2017-07-17-10-23-39-169  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=116 

2017-07-17-10-23-39-206  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-207  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-218  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=116 

2017-07-17-10-23-39-218  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=116 

2017-07-17-10-23-39-218  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 174) 网络库:通道09271968回调数据包,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-218  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\threadiocp.cpp 182) 网络库:通道09271968回调数据包完毕,szRemoteIP:192.168.1.47, uiRemotePort:10002, uiLocalPort:35469 

2017-07-17-10-23-39-219  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 146) 通道09271968准备发送数据0, localport=35469, RemotePort=10002, unDataLen=116 

2017-07-17-10-23-39-219  LNOTSET  no   (f:\综合视频管理平台\shenxing_v201-modfiy\code\common\netservicelib\src\socketchanel.cpp 215) 通道09271968成功发送数据*, localport=35469, RemotePort=10002, unDataLen=116 

